TSP Name,TSP,Location,Location_Name,Location_Zone,Loc_Purp,All_Qty_Avail,Loc/QTI,Flow_Ind,IT,Design_Capacity,Operational_Capacity,TSQ,OAC,Eff_Gas_Day/Time,CycleDesc,Posting_Date/Time,Measurement_Basis,Pressure_Base
Kinetica Partners LLC,17960426,24023,024023-T-SS 182C #2 BUYBACK RIP 523M-2911,1.0,MQ,Y,RDQ,D,Y,4500,4500,1,4499,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:37 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,12516,012516-T-VENICE INTERCONNECT,1.0,M2,Y,RDQ,R,N,372243,200000,0,200000,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:37 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,14007,014007-T-SMI 71:RIP 523M-135,1.0,M2,Y,RDQ,R,Y,21307,21307,1250,20057,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:37 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,10839,010839-T-GI BLK 43 DEHY,1.0,M2,Y,RDQ,R,Y,474578,474578,1900,472678,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:37 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,24016,024016-T-EGAN GAP ARROWHEAD,1.0,MQ,Y,RDQ,D,N,51071,150000,0,150000,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:37 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,12435,012435-T-S M I 76 P,1.0,M2,Y,RDQ,R,N,362317,362317,0,362317,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:37 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,10668,010668-T-GI BLK 47 DEHY,1.0,M2,Y,RDQ,R,Y,63518,63518,1152,62366,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:37 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,14005,014005-T-South Lake Arthur,1.0,M2,Y,RDQ,R,Y,5200,5200,114,5086,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:37 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,24005,024005-T-Egan A CGT,1.0,MQ,Y,RDQ,D,N,50000,50000,0,50000,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:37 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,12374,012374-T-GRAND ISLE DEHY 1,1.0,M2,Y,RDQ,R,N,181699,181699,1,181698,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:37 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,10641,010641-T-LAPEYROUSE PLANT DEHY,1.0,M2,Y,RDQ,R,Y,39510,39510,1,39509,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:37 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,12881,012881-T-VR 229A,1.0,M2,Y,RDQ,R,Y,75000,75000,7650,67350,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:37 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,21032,021032-T-Discovery,1.0,MQ,Y,RDQ,D,Y,290000,289452,5661,283791,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:37 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,12289,012289-T-SS 45,1.0,M2,Y,RDQ,R,Y,29616,29616,1,29615,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:37 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,10578,010578-T-WC BLK 20 DEHY,1.0,M2,Y,RDQ,R,Y,100283,100283,250,100033,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:37 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,12838,012838-T-E I 224 G: RIP 523M 8101,1.0,M2,Y,RDQ,R,Y,44485,44485,2500,41985,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:37 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,20554,020554-T-LIRETTE TPORT,1.0,MQ,Y,RDQ,D,Y,97593,81000,30795,50205,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:37 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,11802,011802-T-SS 198 J,1.0,M2,Y,RDQ,R,Y,109110,109110,3,109107,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:37 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,10442,010442-T-TIMBALIER BAY DEHY,1.0,M2,Y,RDQ,R,Y,64530,64530,300,64230,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:37 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,12812,012812-T-LONGHORN MEDUSA SP 55A: RIP 527A 2001,1.0,M2,Y,RDQ,R,Y,223450,223450,3113,220337,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:37 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,18036,018036-T-SMI 99,1.0,M2,Y,RDQ,R,N,92192,92192,2948,89244,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:37 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,11691,011691-T-SS 181 B,1.0,M2,Y,RDQ,R,N,61657,61657,1,61656,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:37 PM,Million BTUs (DTH),14.73 psia
Perryville Gas Storage LLC,829608368,4235,Columbia Gulf Mainline             ,,SB,Y,STQ,BD,Y,500000,500000,26348,473652,08/30/2022 09:00:00 AM,Evening,08/29/2022 09:05:00 PM,Million BTUs (DTH),14.73 psia
Perryville Gas Storage LLC,829608368,822033/333,EGT Header Line CP                 ,,SB,Y,STQ,BD,Y,600000,600000,-18991,581009,08/30/2022 09:00:00 AM,Evening,08/29/2022 09:05:00 PM,Million BTUs (DTH),14.73 psia
Perryville Gas Storage LLC,829608368,822033/333,EGT Header Line CP                 ,,SB,Y,STQ,BD,Y,600000,600000,-19165,580835,08/30/2022 09:00:00 AM,Timely,08/29/2022 05:05:00 PM,Million BTUs (DTH),14.73 psia
Perryville Gas Storage LLC,829608368,4235,Columbia Gulf Mainline             ,,SB,Y,STQ,BD,Y,500000,500000,26523,473477,08/30/2022 09:00:00 AM,Timely,08/29/2022 05:05:00 PM,Million BTUs (DTH),14.73 psia
Cadeville Gas Storage LLC,831056168,AGS4,AGS PennTex,,SB,Y,STQ,BD,N,200000,200000,0,200000,08/30/2022 09:00:00 AM,Evening,08/29/2022 09:05:00 PM,Million BTUs (DTH),14.73 psia
Cadeville Gas Storage LLC,831056168,AGS3,AGS Regency,,SB,Y,STQ,BD,N,90000,90000,0,90000,08/30/2022 09:00:00 AM,Evening,08/29/2022 09:05:00 PM,Million BTUs (DTH),14.73 psia
Cadeville Gas Storage LLC,831056168,AGS1,AGS EGT Line CP,,SB,Y,STQ,BD,N,500000,500000,0,500000,08/30/2022 09:00:00 AM,Evening,08/29/2022 09:05:00 PM,Million BTUs (DTH),14.73 psia
Cadeville Gas Storage LLC,831056168,810067/66,EGT Line CP,,SB,Y,STQ,BD,N,250000,250000,-15000,235000,08/30/2022 09:00:00 AM,Evening,08/29/2022 09:05:00 PM,Million BTUs (DTH),14.73 psia
Cadeville Gas Storage LLC,831056168,AGS EGT Line F,AGS EGT Line F,,SB,Y,STQ,BD,N,250000,250000,0,250000,08/30/2022 09:00:00 AM,Evening,08/29/2022 09:05:00 PM,Million BTUs (DTH),14.73 psia
Cadeville Gas Storage LLC,831056168,PGS1,PGS EGT Header,,SB,Y,STQ,BD,N,600000,600000,0,600000,08/30/2022 09:00:00 AM,Evening,08/29/2022 09:05:00 PM,Million BTUs (DTH),14.73 psia
Cadeville Gas Storage LLC,831056168,AGS2,AGS Tiger,,SB,Y,STQ,BD,N,250000,250000,0,250000,08/30/2022 09:00:00 AM,Evening,08/29/2022 09:05:00 PM,Million BTUs (DTH),14.73 psia
Cadeville Gas Storage LLC,831056168,79039,ETC Tiger Pipeline,,SB,Y,STQ,BD,N,250000,250000,-128923,121077,08/30/2022 09:00:00 AM,Evening,08/29/2022 09:05:00 PM,Million BTUs (DTH),14.73 psia
Cadeville Gas Storage LLC,831056168,AGS5,AGS Gulf South,,SB,Y,STQ,BD,N,250000,250000,0,250000,08/30/2022 09:00:00 AM,Evening,08/29/2022 09:05:00 PM,Million BTUs (DTH),14.73 psia
Cadeville Gas Storage LLC,831056168,810067/66,EGT Line CP,,SB,Y,STQ,BD,N,250000,250000,-15000,235000,08/30/2022 09:00:00 AM,Timely,08/29/2022 05:05:00 PM,Million BTUs (DTH),14.73 psia
Cadeville Gas Storage LLC,831056168,AGS EGT Line F,AGS EGT Line F,,SB,Y,STQ,BD,N,250000,250000,0,250000,08/30/2022 09:00:00 AM,Timely,08/29/2022 05:05:00 PM,Million BTUs (DTH),14.73 psia
Cadeville Gas Storage LLC,831056168,PGS1,PGS EGT Header,,SB,Y,STQ,BD,N,600000,600000,0,600000,08/30/2022 09:00:00 AM,Timely,08/29/2022 05:05:00 PM,Million BTUs (DTH),14.73 psia
Cadeville Gas Storage LLC,831056168,AGS2,AGS Tiger,,SB,Y,STQ,BD,N,250000,250000,0,250000,08/30/2022 09:00:00 AM,Timely,08/29/2022 05:05:00 PM,Million BTUs (DTH),14.73 psia
Cadeville Gas Storage LLC,831056168,79039,ETC Tiger Pipeline,,SB,Y,STQ,BD,N,250000,250000,-128923,121077,08/30/2022 09:00:00 AM,Timely,08/29/2022 05:05:00 PM,Million BTUs (DTH),14.73 psia
Cadeville Gas Storage LLC,831056168,AGS5,AGS Gulf South,,SB,Y,STQ,BD,N,250000,250000,0,250000,08/30/2022 09:00:00 AM,Timely,08/29/2022 05:05:00 PM,Million BTUs (DTH),14.73 psia
Cadeville Gas Storage LLC,831056168,AGS4,AGS PennTex,,SB,Y,STQ,BD,N,200000,200000,0,200000,08/30/2022 09:00:00 AM,Timely,08/29/2022 05:05:00 PM,Million BTUs (DTH),14.73 psia
Cadeville Gas Storage LLC,831056168,AGS3,AGS Regency,,SB,Y,STQ,BD,N,90000,90000,0,90000,08/30/2022 09:00:00 AM,Timely,08/29/2022 05:05:00 PM,Million BTUs (DTH),14.73 psia
Cadeville Gas Storage LLC,831056168,AGS1,AGS EGT Line CP,,SB,Y,STQ,BD,N,500000,500000,0,500000,08/30/2022 09:00:00 AM,Timely,08/29/2022 05:05:00 PM,Million BTUs (DTH),14.73 psia
East Cheyenne Gas Storage,29734466,29734466,East Cheyenne TPC Logan,,SB,Y,STQ,BD,Y,354600,175000,-25438,149562,08/30/2022 09:00:00 AM,Evening,08/29/2022 09:05:00 PM,Million BTUs (DTH),14.73 psia
East Cheyenne Gas Storage,29734466,29734466,East Cheyenne TPC Logan,,SB,Y,STQ,BD,Y,354600,175000,-25438,149562,08/30/2022 09:00:00 AM,Timely,08/29/2022 05:05:00 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,312166,312166-G-SS 219,1.0,M2,Y,RDQ,R,Y,44731,44731,1,44730,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,312518,312518-G-SS 152 INT (EI 211/212),1.0,M2,Y,RDQ,R,N,16200,11913,0,11913,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,313125,313125-G-GB 426 (Auger): RIP VR 397,1.0,M2,Y,RDQ,R,N,210094,210094,0,210094,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,320036,320036-T-NEPTUNE PLANT PVR,1.0,MQ,Y,RDQ,D,Y,86511,120000,17380,102620,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,399054,399054-G-HI A-330,1.0,MQ,Y,RDQ,D,N,15000,15000,0,15000,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,310012,310012-G-SMI 288 SSV,1.0,M2,Y,RDQ,R,Y,66600,66420,5236,61184,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,312178,312178-G-EI 327,1.0,M2,Y,RDQ,R,N,45513,45513,0,45513,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,312544,312544-G-SS 207/MANTA RAY,1.0,M2,Y,RDQ,R,Y,336824,64000,2281,61719,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,313126,313126-G-EI 341 (EI 338),,M2,Y,RDQ,R,N,60000,60000,0,60000,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,323049,323049-G-EI 259A Buyback,1.0,MQ,Y,RDQ,D,Y,5000,5000,1,4999,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,399999,399999-T-PAYBACK TO PIPE,1.0,MQ,Y,RDQ,D,N,10000,10000,0,10000,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,310014,310014-G-EI 341 SSV,1.0,M2,Y,RDQ,R,Y,18000,18000,2,17998,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,312184,312184-G-SS 300(SS 326),1.0,M2,Y,RDQ,R,Y,34530,34410,423,33987,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,313009,313009-G-SMI 149C,1.0,M2,Y,RDQ,R,Y,11170,11150,1,11149,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,323072,323072-T-PATTERSON TERMINAL,1.0,M2,Y,RDQ,R,N,0,0,0,0,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,355555,355555-G-PAYBACK TO PIPE,1.0,MQ,Y,RDQ,D,N,20000,20000,0,20000,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,312106,312106-G-SS 204/205,1.0,M2,Y,RDQ,R,N,37174,37174,0,37174,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,312204,312204-T-SS 80 AT EI 125,1.0,M2,Y,RDQ,R,Y,8755,8755,1,8754,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,313055,313055-G-SS 207/ENBRIDGE,1.0,M2,Y,RDQ,R,N,425000,425000,0,425000,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,377777,377777-G-PAYBACK TO SHIPPER,1.0,M2,Y,RDQ,R,N,20000,20000,0,20000,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,399001,399001-T-PATTERSON/ANR,1.0,MQ,Y,RDQ,D,Y,1206000,1206000,89726,1116274,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,312108,312108-G-SS 207/216,1.0,M2,Y,RDQ,R,N,36039,36039,0,36039,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,312232,312232-G-EI 346,1.0,M2,Y,RDQ,R,Y,28000,28000,2,27998,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,313056,313056-G-EI 275,1.0,M2,Y,RDQ,R,Y,29648,29648,14900,14748,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,388888,388888-T-PAYBACK TO SHIPPER,1.0,M2,Y,RDQ,R,N,20000,20000,0,20000,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,399006,399006-T-PELICAN INLET DELIVERY,,MQ,Y,RDQ,D,Y,120000,120000,64581,55419,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,312124,312124-G-SS 277/299,1.0,M2,Y,RDQ,R,Y,14470,14470,582,13888,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,312234,312234-G-VR 356,1.0,M2,Y,RDQ,R,Y,19081,19081,1,19080,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,313073,313073-T-CONTANGO (EI 63/11),1.0,M2,Y,RDQ,R,Y,483300,481950,10271,471679,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,399027,399027-G-HI A-368,1.0,M2,Y,RDQ,R,N,10000,10000,0,10000,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,399042,399042-G-HI A-573,1.0,MQ,Y,RDQ,D,N,5000,5000,0,5000,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,312156,312156-G-SMI   7/10,1.0,M2,Y,RDQ,R,N,41138,41138,0,41138,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,312484,312484-T-SMI 76/GARDEN BANKS,1.0,M2,Y,RDQ,R,Y,282608,282608,106055,176553,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,313074,313074-G-EI 246 A,1.0,M2,Y,RDQ,R,Y,38810,37734,6270,31464,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,399045,399045-G-HI A-368 B MTR,1.0,M2,Y,RDQ,R,N,10000,10000,0,10000,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,399044,399044-G-HI A-343,1.0,MQ,Y,RDQ,D,N,5000,5000,0,5000,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,312162,312162-G-EI 255/259,1.0,M2,Y,RDQ,R,Y,38276,38276,128,38148,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,312508,312508-G-SS 178,1.0,M2,Y,RDQ,R,N,33240,32310,0,32310,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,313102,313102-T-BELLE ISLE WEST,1.0,M2,Y,RDQ,R,Y,316800,316800,25535,291265,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,399053,399053-G HI A-582-CMTR/563,1.0,M2,Y,RDQ,R,N,8000,8000,0,8000,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,399046,399046-G-HI A-582,1.0,MQ,Y,RDQ,D,N,8000,8000,0,8000,08/30/2022 09:00:00 AM,Evening,08/29/2022 08:33:33 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,310012,310012-G-SMI 288 SSV,1.0,M2,Y,RDQ,R,Y,66600,66420,5263,61157,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:15 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,312178,312178-G-EI 327,1.0,M2,Y,RDQ,R,N,45513,45513,0,45513,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:15 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,312544,312544-G-SS 207/MANTA RAY,1.0,M2,Y,RDQ,R,Y,336824,64000,2281,61719,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:15 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,313126,313126-G-EI 341 (EI 338),,M2,Y,RDQ,R,N,60000,60000,0,60000,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:15 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,323049,323049-G-EI 259A Buyback,1.0,MQ,Y,RDQ,D,Y,5000,5000,1,4999,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:15 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,399999,399999-T-PAYBACK TO PIPE,1.0,MQ,Y,RDQ,D,N,10000,10000,0,10000,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:15 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,310014,310014-G-EI 341 SSV,1.0,M2,Y,RDQ,R,Y,18000,18000,2,17998,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:15 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,312184,312184-G-SS 300(SS 326),1.0,M2,Y,RDQ,R,Y,34530,34410,423,33987,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:15 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,313009,313009-G-SMI 149C,1.0,M2,Y,RDQ,R,Y,11170,11150,1,11149,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:15 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,323072,323072-T-PATTERSON TERMINAL,1.0,M2,Y,RDQ,R,N,0,0,0,0,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:15 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,355555,355555-G-PAYBACK TO PIPE,1.0,MQ,Y,RDQ,D,N,20000,20000,0,20000,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:15 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,312106,312106-G-SS 204/205,1.0,M2,Y,RDQ,R,N,37174,37174,0,37174,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:15 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,312204,312204-T-SS 80 AT EI 125,1.0,M2,Y,RDQ,R,Y,8755,8755,1,8754,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:15 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,313055,313055-G-SS 207/ENBRIDGE,1.0,M2,Y,RDQ,R,N,425000,425000,0,425000,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:15 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,377777,377777-G-PAYBACK TO SHIPPER,1.0,M2,Y,RDQ,R,N,20000,20000,0,20000,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:15 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,399001,399001-T-PATTERSON/ANR,1.0,MQ,Y,RDQ,D,Y,1206000,1206000,95821,1110179,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:15 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,312108,312108-G-SS 207/216,1.0,M2,Y,RDQ,R,N,36039,36039,0,36039,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:15 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,312232,312232-G-EI 346,1.0,M2,Y,RDQ,R,Y,28000,28000,2,27998,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:15 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,313056,313056-G-EI 275,1.0,M2,Y,RDQ,R,Y,29648,29648,14900,14748,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:15 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,388888,388888-T-PAYBACK TO SHIPPER,1.0,M2,Y,RDQ,R,N,20000,20000,0,20000,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:15 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,399006,399006-T-PELICAN INLET DELIVERY,,MQ,Y,RDQ,D,Y,120000,120000,64609,55391,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:15 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,312124,312124-G-SS 277/299,1.0,M2,Y,RDQ,R,Y,14470,14470,675,13795,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:15 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,312234,312234-G-VR 356,1.0,M2,Y,RDQ,R,Y,19081,19081,1,19080,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:15 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,313073,313073-T-CONTANGO (EI 63/11),1.0,M2,Y,RDQ,R,Y,483300,481950,10350,471600,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:15 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,399027,399027-G-HI A-368,1.0,M2,Y,RDQ,R,N,10000,10000,0,10000,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:15 PM,Million BTUs (DTH),14.73 psia
"Kinetica Deep Water Express, LLC",80171117,399042,399042-G-HI A-573,1.0,MQ,Y,RDQ,D,N,5000,5000,0,5000,08/30/2022 09:00:00 AM,Timely,08/29/2022 04:23:15 PM,Million BTUs (DTH),14.73 psia
